ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
12628591,JF156654,11/01/2021 12:00:00 AM,020XX W ARMITAGE AVE,1120,DECEPTIVE PRACTICE,FORGERY,GAS STATION,false,false,1432,014,32,22,10,,,2021,02/27/2022 03:48:47 PM,,,
12719672,JF267331,10/01/2021 12:00:00 AM,088XX S MARQUETTE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,false,false,0423,004,7,46,11,,,2021,06/05/2022 04:48:59 PM,,,
12624817,JF152109,02/21/2022 01:00:00 AM,044XX S BERKELEY AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,0222,002,4,39,11,,,2022,02/28/2022 03:47:25 PM,,,
12255873,JD471977,12/20/2020 12:10:00 PM,048XX W FULTON ST,1170,DECEPTIVE PRACTICE,IMPERSONATION,CONVENIENCE STORE,true,false,1532,015,28,25,11,1144242,1901501,2020,03/10/2022 03:47:48 PM,41.885739108,-87.745773311,"(41.885739108, -87.745773311)"
12627977,JF156699,02/01/2020 12:00:00 AM,074XX S NORMAL AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,false,false,0732,007,6,68,11,,,2020,02/28/2022 03:45:05 PM,,,
12629054,JF157499,02/19/2022 08:00:00 PM,039XX N PINE GROVE AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER (SPECIFY),false,false,1925,019,46,6,11,,,2022,02/28/2022 03:47:25 PM,,,
12628933,JF157898,01/12/2020 12:00:00 AM,106XX S CHAMPLAIN AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0512,005,9,50,11,,,2020,02/28/2022 03:47:25 PM,,,
12628910,JF154659,07/17/2020 09:00:00 AM,0000X S MASON AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,1513,015,29,25,11,,,2020,02/28/2022 03:47:25 PM,,,
12494884,JE287124,07/02/2021 10:41:00 AM,080XX S MARSHFIELD AVE,2017,NARCOTICS,MANUFACTURE / DELIVER - CRACK,RESIDENCE - YARD (FRONT / BACK),true,false,0611,006,21,71,18,,,2021,03/01/2022 03:48:55 PM,,,
12624795,JF152108,02/21/2022 12:40:00 AM,044XX S BERKELEY AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,0222,002,4,39,11,,,2022,02/28/2022 03:47:25 PM,,,
12628867,JF157754,05/01/2021 01:00:00 PM,001XX W ELM ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,false,false,1824,018,27,8,11,,,2021,02/28/2022 03:47:25 PM,,,
12629045,JF157828,12/16/2021 12:00:00 PM,016XX S TRUMBULL AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,,false,false,1021,010,24,29,11,,,2021,02/28/2022 03:47:25 PM,,,
12511837,JE306643,07/19/2021 11:57:00 AM,001XX N CENTRAL PARK DR,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),PARK PROPERTY,true,false,1123,011,28,27,18,,,2021,03/01/2022 03:48:55 PM,,,
12628718,JF156560,12/02/2021 12:00:00 PM,056XX W EASTWOOD AVE,1120,DECEPTIVE PRACTICE,FORGERY,RESIDENCE,false,false,1622,016,38,15,10,,,2021,02/28/2022 03:47:25 PM,,,
12549445,JE455435,11/13/2021 12:00:00 AM,006XX N FRANKLIN ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,STREET,true,false,1831,018,42,8,11,1174211,1904618,2021,02/03/2022 03:49:27 PM,41.893676531,-87.635628328,"(41.893676531, -87.635628328)"
12518175,JE317276,07/28/2021 12:53:00 PM,034XX W LAKE ST,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),PARK PROPERTY,true,false,1123,011,28,27,18,,,2021,03/01/2022 03:51:28 PM,,,
12494835,JE286124,07/01/2021 01:38:00 PM,117XX S UNION AVE,2017,NARCOTICS,MANUFACTURE / DELIVER - CRACK,APARTMENT,true,false,0524,005,34,53,18,,,2021,03/01/2022 03:48:55 PM,,,
12494879,JE287120,07/02/2021 11:01:00 AM,016XX S KOMENSKY AVE,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),VEHICLE NON-COMMERCIAL,true,false,1012,010,24,29,18,,,2021,03/01/2022 03:48:55 PM,,,
12631283,JF160774,11/25/2021 09:00:00 AM,081XX S KINGSTON AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,false,false,0422,004,7,46,11,,,2021,03/03/2022 03:51:53 PM,,,
12335832,JE144942,02/18/2021 02:08:00 PM,037XX W DIVISION ST,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,STREET,true,false,2535,025,27,23,18,,,2021,03/01/2022 03:51:28 PM,,,
12370405,JE185193,03/31/2021 11:26:00 AM,047XX W WASHINGTON BLVD,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),SIDEWALK,true,false,1113,011,28,25,18,,,2021,03/05/2022 03:48:49 PM,,,
12374116,JE190207,04/05/2021 01:35:00 PM,040XX W ADAMS ST,2024,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,true,false,1115,011,28,26,18,,,2021,03/01/2022 03:51:28 PM,,,
12396951,JE190147,04/05/2021 11:55:00 AM,039XX W THOMAS ST,2017,NARCOTICS,MANUFACTURE / DELIVER - CRACK,SIDEWALK,true,false,1112,011,37,23,18,,,2021,03/01/2022 03:51:28 PM,,,
12517189,JE312207,07/24/2021 08:22:00 AM,006XX N RIDGEWAY AVE,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),VACANT LOT / LAND,true,false,1122,011,27,23,18,,,2021,03/01/2022 03:51:28 PM,,,
12624799,JF152283,02/22/2022 05:00:00 AM,048XX N LAVERGNE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,1623,016,45,11,11,,,2022,03/01/2022 03:51:28 PM,,,
12335855,JE144679,02/18/2021 10:20:00 AM,055XX S LOOMIS BLVD,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),VEHICLE NON-COMMERCIAL,true,false,0713,007,16,67,18,,,2021,03/01/2022 03:51:28 PM,,,
12628304,JF156844,02/22/2022 10:00:00 AM,0000X E Banks St,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,1824,018,43,8,11,,,2022,03/01/2022 03:51:28 PM,,,
12374055,JE187975,04/03/2021 08:52:00 AM,039XX W THOMAS ST,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),VEHICLE NON-COMMERCIAL,true,false,1112,011,37,23,18,,,2021,03/01/2022 03:51:28 PM,,,
12629743,JF158932,12/22/2021 09:00:00 AM,001XX E PEARSON ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,STREET,false,false,1833,018,42,8,11,,,2021,03/01/2022 03:51:28 PM,,,
12517208,JE313459,07/25/2021 10:24:00 AM,043XX W GLADYS AVE,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),SIDEWALK,true,false,1131,011,28,26,18,,,2021,03/01/2022 03:51:28 PM,,,
12629868,JF158913,07/01/2021 12:00:00 PM,070XX W NEWPORT AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,1632,016,38,17,11,,,2021,03/01/2022 03:51:28 PM,,,
12548770,JE454635,11/07/2021 01:01:00 AM,002XX N GREEN ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,STREET,true,false,1214,012,27,28,11,1170688,1901767,2021,01/25/2022 03:48:42 PM,41.885931086,-87.648650553,"(41.885931086, -87.648650553)"
12629977,JF158838,10/25/2021 12:00:00 AM,100XX S WENTWORTH AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0511,005,9,49,11,,,2021,03/01/2022 03:51:28 PM,,,
12629440,JF158491,11/01/2021 12:00:00 PM,012XX N DEARBORN ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,false,false,1824,018,2,8,11,,,2021,03/01/2022 03:51:28 PM,,,
12382360,JE188048,04/03/2021 09:45:00 AM,050XX W IOWA ST,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),SIDEWALK,true,false,1531,015,37,25,18,,,2021,03/01/2022 03:51:28 PM,,,
12629933,JF158710,09/20/2021 09:00:00 AM,051XX W WILSON AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,1623,016,45,15,11,,,2021,03/01/2022 03:51:28 PM,,,
12369489,JE186176,02/26/2021 10:00:00 AM,002XX S DEARBORN ST,2091,NARCOTICS,FORFEIT PROPERTY,FEDERAL BUILDING,true,false,0113,001,42,32,18,,,2021,03/05/2022 03:48:49 PM,,,
12629818,JF158753,10/15/2021 12:00:00 PM,064XX S YALE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0722,007,20,68,11,,,2021,03/01/2022 03:51:28 PM,,,
12517217,JE318631,07/29/2021 02:26:00 PM,024XX W CHICAGO AVE,2018,NARCOTICS,MANUFACTURE / DELIVER - SYNTHETIC DRUGS,VEHICLE NON-COMMERCIAL,true,false,1221,012,26,24,18,,,2021,03/01/2022 03:51:28 PM,,,
12424745,JE231884,05/16/2021 11:00:00 AM,007XX N RIDGEWAY AVE,2017,NARCOTICS,MANUFACTURE / DELIVER - CRACK,VEHICLE NON-COMMERCIAL,true,false,1112,011,27,23,18,,,2021,03/05/2022 03:48:49 PM,,,
12629666,JF158799,12/26/2021 12:00:00 PM,017XX E 93RD ST,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,RESIDENCE,false,false,0413,004,8,48,11,,,2021,03/01/2022 03:51:28 PM,,,
12382355,JE185312,03/31/2021 12:48:00 PM,047XX W GLADYS AVE,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),STREET,true,false,1131,011,28,25,18,,,2021,03/05/2022 03:48:49 PM,,,
12630264,JF158600,02/25/2021 06:00:00 AM,034XX W DEVON AVE,1120,DECEPTIVE PRACTICE,FORGERY,OTHER (SPECIFY),false,false,1711,017,50,13,10,,,2021,03/01/2022 03:51:28 PM,,,
12629762,JF158952,12/20/2021 12:00:00 AM,038XX N PINE GROVE AVE,1120,DECEPTIVE PRACTICE,FORGERY,APARTMENT,false,false,1925,019,46,6,10,,,2021,03/01/2022 03:51:28 PM,,,
12374074,JE185165,03/31/2021 10:39:00 AM,056XX S ADA ST,2027,NARCOTICS,POSSESS - CRACK,SIDEWALK,true,false,0713,007,16,67,18,,,2021,03/01/2022 03:51:28 PM,,,
12630009,JF159036,11/24/2021 09:00:00 AM,116XX S YALE AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,false,true,0522,005,34,53,11,,,2021,03/03/2022 03:49:14 PM,,,
12369499,JE185180,03/31/2021 11:04:00 AM,010XX N AVERS AVE,2017,NARCOTICS,MANUFACTURE / DELIVER - CRACK,SIDEWALK,true,false,1112,011,37,23,18,,,2021,03/01/2022 03:51:28 PM,,,
12665982,JF202150,04/08/2022 11:52:00 PM,059XX S RACINE AVE,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,STREET,true,false,0713,007,16,67,18,1169337,1865408,2022,10/08/2022 04:45:51 PM,41.786188054,-87.654666603,"(41.786188054, -87.654666603)"
12629442,JF158518,10/18/2021 12:00:00 AM,012XX N DEARBORN ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,false,false,1824,018,2,8,11,,,2021,03/01/2022 03:51:28 PM,,,
12424800,JE287021,07/02/2021 10:03:00 AM,057XX S MICHIGAN AVE,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),VEHICLE NON-COMMERCIAL,true,false,0232,002,20,40,18,,,2021,03/01/2022 03:51:28 PM,,,
12423940,JE231816,05/16/2021 10:15:00 AM,033XX W VAN BUREN ST,2027,NARCOTICS,POSSESS - CRACK,SIDEWALK,true,false,1134,011,28,27,18,,,2021,03/05/2022 03:48:49 PM,,,
12381461,JE230793,05/15/2021 09:52:00 AM,056XX S EMERALD AVE,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),RESIDENCE - YARD (FRONT / BACK),true,false,0711,007,20,68,18,,,2021,03/01/2022 03:51:28 PM,,,
12630024,JF158736,01/01/2014 12:00:00 AM,108XX S RACINE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,2234,022,34,75,11,,,2014,03/01/2022 03:51:28 PM,,,
12629609,JF158679,03/15/2017 11:00:00 AM,086XX S MANISTEE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,false,false,0423,004,7,46,11,,,2017,03/01/2022 03:51:28 PM,,,
12517421,JE311207,07/23/2021 11:06:00 AM,078XX S INGLESIDE AVE,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),SIDEWALK,true,false,0624,006,8,69,18,,,2021,03/01/2022 03:51:28 PM,,,
12357979,JE220928,05/05/2021 07:39:00 PM,058XX S BISHOP ST,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,true,false,0713,007,16,67,18,1167658,1866206,2021,02/25/2022 03:47:39 PM,41.788414065,-87.66079977,"(41.788414065, -87.66079977)"
12666268,JF202550,04/09/2022 11:48:00 AM,006XX E 106TH ST,2027,NARCOTICS,POSSESS - CRACK,STREET,true,false,0512,005,9,50,18,1182412,1834811,2022,10/08/2022 04:45:51 PM,41.701933304,-87.607673539,"(41.701933304, -87.607673539)"
12629574,JF158597,10/22/2021 12:00:00 AM,059XX N CICERO AVE,1120,DECEPTIVE PRACTICE,FORGERY,COMMERCIAL / BUSINESS OFFICE,false,false,1711,017,39,12,10,,,2021,03/01/2022 03:51:28 PM,,,
12448769,JE318354,07/29/2021 10:09:00 AM,034XX W LAKE ST,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),PARK PROPERTY,true,false,1123,011,28,27,18,,,2021,03/01/2022 03:51:28 PM,,,
12369591,JE185170,03/31/2021 11:09:00 AM,035XX W FLOURNOY ST,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,true,false,1133,011,24,27,18,,,2021,03/01/2022 03:51:28 PM,,,
12374057,JE186281,04/01/2021 02:13:00 PM,008XX N LAMON AVE,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),VEHICLE NON-COMMERCIAL,true,false,1531,015,37,25,18,,,2021,03/05/2022 03:48:49 PM,,,
12720895,JF268589,05/24/2022 01:09:00 PM,049XX S DR MARTIN LUTHER KING JR DR,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER (SPECIFY),false,false,0223,002,3,38,11,,,2022,06/06/2022 04:49:12 PM,,,
12721347,JF269426,11/08/2021 12:00:00 PM,004XX E NORTH WATER ST,1120,DECEPTIVE PRACTICE,FORGERY,APARTMENT,false,false,1834,018,42,8,10,,,2021,06/06/2022 04:49:12 PM,,,
12626655,JF154445,02/23/2022 05:00:00 PM,004XX N MC CLURG CT,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,,false,false,1834,018,42,8,11,,,2022,03/02/2022 03:53:21 PM,,,
12630722,JF160170,09/15/2015 07:00:00 AM,097XX S BRENNAN AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0431,004,7,51,11,,,2015,03/02/2022 03:53:21 PM,,,
12720886,JF268316,08/03/2021 12:25:00 AM,037XX N BERNARD ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,1732,017,35,16,11,,,2021,06/06/2022 04:49:12 PM,,,
12630849,JF159585,02/13/2022 05:30:00 PM,002XX S STATE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,SMALL RETAIL STORE,false,false,0113,001,42,32,11,,,2022,03/02/2022 03:53:21 PM,,,
12424778,JE232977,05/17/2021 12:05:00 PM,002XX N KARLOV AVE,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),PARK PROPERTY,true,false,1114,011,28,26,18,,,2021,03/05/2022 03:48:49 PM,,,
12381420,JE233075,05/17/2021 01:11:00 PM,037XX W ARTHINGTON ST,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,true,false,1133,011,24,29,18,,,2021,03/05/2022 03:48:49 PM,,,
12630400,JF159724,10/01/2021 12:00:00 AM,015XX N LA SALLE DR,1195,DECEPTIVE PRACTICE,FINANCIAL EXPLOITATION OF AN ELDERLY OR DISABLED PERSON,APARTMENT,false,false,1821,018,2,8,11,,,2021,03/02/2022 03:53:21 PM,,,
12630313,JF159602,12/10/2021 12:00:00 AM,046XX S EVANS AVE,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,APARTMENT,false,false,0221,002,4,38,11,,,2021,03/02/2022 03:53:21 PM,,,
12630966,JF160095,05/24/2021 12:01:00 AM,084XX S MARSHFIELD AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0614,006,21,71,11,,,2021,03/02/2022 03:53:21 PM,,,
12630282,JF159379,07/11/2019 10:45:00 AM,083XX S STEWART AVE,1135,DECEPTIVE PRACTICE,INSURANCE FRAUD,PARKING LOT / GARAGE (NON RESIDENTIAL),false,false,0622,006,21,44,11,,,2019,03/02/2022 03:53:21 PM,,,
12423956,JE233980,05/18/2021 10:38:00 AM,036XX W LEXINGTON ST,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),VACANT LOT / LAND,true,false,1133,011,24,27,18,,,2021,03/05/2022 03:48:49 PM,,,
12630844,JF159575,02/17/2022 09:55:00 AM,110XX S AVENUE J,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,,false,false,0433,004,10,52,11,,,2022,03/02/2022 03:53:21 PM,,,
12374080,JE186289,04/01/2021 01:30:00 PM,005XX W 18TH ST,2022,NARCOTICS,POSSESS - COCAINE,FEDERAL BUILDING,true,false,1235,012,25,31,18,,,2021,03/05/2022 03:48:49 PM,,,
12631154,JF160578,11/25/2019 08:00:00 AM,075XX S ESSEX AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,false,false,0421,004,7,43,11,,,2019,03/02/2022 03:53:21 PM,,,
12421863,JE285980,07/01/2021 12:43:00 PM,011XX N AVERS AVE,2017,NARCOTICS,MANUFACTURE / DELIVER - CRACK,SIDEWALK,true,false,1112,011,27,23,18,,,2021,03/05/2022 03:48:49 PM,,,
12381456,JE187047,04/02/2021 10:40:00 AM,038XX W LAKE ST,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),SIDEWALK,true,false,1122,011,28,26,18,,,2021,03/05/2022 03:48:49 PM,,,
12630674,JF159937,12/02/2021 07:56:00 AM,004XX N MICHIGAN AVE,1242,DECEPTIVE PRACTICE,COMPUTER FRAUD,COMMERCIAL / BUSINESS OFFICE,false,false,1834,018,42,8,11,,,2021,04/06/2022 04:46:21 PM,,,
12630437,JF159780,08/01/2021 12:00:00 AM,022XX N ELSTON AVE,1120,DECEPTIVE PRACTICE,FORGERY,COMMERCIAL / BUSINESS OFFICE,false,false,1432,014,32,22,10,,,2021,03/02/2022 03:53:21 PM,,,
12374081,JE186288,04/01/2021 01:30:00 PM,005XX W 18TH ST,2022,NARCOTICS,POSSESS - COCAINE,FEDERAL BUILDING,true,false,1235,012,25,31,18,,,2021,03/05/2022 03:48:49 PM,,,
